ADM0_CODE,ef3pasture,ef3daily,ef3solid,ef3solidcov,ef3solidbulk,ef3solidadd,ef3drylot,ef3pit1,ef3pit3,ef3pit4,ef3pit6,ef3pit12,ef3liquid1,ef3liquid3,ef3liquid4,ef3liquid6,ef3liquid12,ef3liquidnatcov1,ef3liquidnatcov3,ef3liquidnatcov4,ef3liquidnatcov6,ef3liquidnatcov12,ef3liquidsolcov1,ef3liquidsolcov3,ef3liquidsolcov4,ef3liquidsolcov6,ef3liquidsolcov12,ef3lagoon,ef3biogaslowleak1,ef3biogaslowleak2,ef3biogaslowleak3,ef3biogashighleak1,ef3biogashighleak2,ef3biogashighleak3,ef3burned,ef3deepnomix2,ef3deepnomix1,ef3deepmix2,ef3deepmix1,ef3compostves,ef3compoststat,ef3compostint,ef3compostpass,ef3litter,ef3nolitter,ef3areobic,ef3aerproc,Animal_short
180,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
181,0.00204943702311582,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
182,0.00434726043246693,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
183,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
184,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
185,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
186,0.00588881381810032,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
187,0.00203676727338137,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
188,0.00203112632509312,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
189,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
191,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
192,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
193,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
194,0.00435165706971074,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
195,0.00439746534061191,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
196,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
197,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
198,0.00282005300642947,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
199,0.00274195111420655,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
200,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
201,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
202,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
203,0.00304873908880183,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
204,0.00402470674850825,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
205,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
206,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
207,0.00338855904451242,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
208,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
209,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
210,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
211,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
212,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
213,0.00581926687369613,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
214,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
215,0.00248896400168055,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
217,0.0029069779935924,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
220,0.00418708588068898,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
221,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
222,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
223,0.00400884925868186,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
224,0.0059949401176228,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
225,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
226,0.00234249284702594,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
227,0.00207823296478516,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
228,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
229,0.00248327306867166,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
231,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
233,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
234,0.00575808777258697,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
235,0.00261156375564721,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
236,0.00579491645551217,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
237,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
238,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
239,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
240,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
241,0.00200311152617092,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
242,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
243,0.00583283418791664,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
244,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
245,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
246,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
247,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
248,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
249,0.00205538194338032,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
250,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
251,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
252,0.006,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
253,0.00594636957221446,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
254,0.00223979995878186,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
255,0.002,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
256,0.0059739991766841,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
257,0.00562949425156677,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,CHK
