ADM0_CODE,Animal_short,HerdType_short,mms_all,mmspasture,ipcc_method
157,CHK,LAY,0.39,0.19,2019
157,CHK,BRL,0.36,0.19,2019
163,CTL,DRY,0.24,0.19,2019
163,CTL,,0.17,0.19,2019
163,BFL,,0.1,0.19,2019
163,PGS,,0.45,0.19,2019
163,SHP,,0.19,0.19,2019
163,GTS,,0.18,0.19,2019
163,CML,,0.26,0.19,2019
163,CHK,LAY,0.39,0.19,2019
163,CHK,BRL,0.36,0.19,2019
178,CTL,DRY,0.24,0.19,2019
178,CTL,,0.17,0.19,2019
178,BFL,,0.1,0.19,2019
178,PGS,,0.45,0.19,2019
178,SHP,,0.19,0.19,2019
178,GTS,,0.18,0.19,2019
178,CML,,0.26,0.19,2019
178,CHK,LAY,0.39,0.19,2019
178,CHK,BRL,0.36,0.19,2019
179,CTL,DRY,0.24,0.19,2019
179,CTL,,0.17,0.19,2019
179,BFL,,0.1,0.19,2019
179,PGS,,0.45,0.19,2019
179,SHP,,0.19,0.19,2019
179,GTS,,0.18,0.19,2019
179,CML,,0.26,0.19,2019
179,CHK,LAY,0.39,0.19,2019
179,CHK,BRL,0.36,0.19,2019
183,CTL,DRY,0.24,0.19,2019
183,CTL,,0.17,0.19,2019
183,BFL,,0.1,0.19,2019
183,PGS,,0.45,0.19,2019
183,SHP,,0.19,0.19,2019
183,GTS,,0.18,0.19,2019
183,CML,,0.26,0.19,2019
183,CHK,LAY,0.39,0.19,2019
183,CHK,BRL,0.36,0.19,2019
184,CTL,DRY,0.24,0.19,2019
184,CTL,,0.17,0.19,2019
184,BFL,,0.1,0.19,2019
184,PGS,,0.45,0.19,2019
184,SHP,,0.19,0.19,2019
184,GTS,,0.18,0.19,2019
184,CML,,0.26,0.19,2019
184,CHK,LAY,0.39,0.19,2019
184,CHK,BRL,0.36,0.19,2019
185,CTL,DRY,0.24,0.19,2019
185,CTL,,0.17,0.19,2019
185,BFL,,0.1,0.19,2019
185,PGS,,0.45,0.19,2019
185,SHP,,0.19,0.19,2019
185,GTS,,0.18,0.19,2019
185,CML,,0.26,0.19,2019
185,CHK,LAY,0.39,0.19,2019
185,CHK,BRL,0.36,0.19,2019
189,CTL,DRY,0.24,0.19,2019
189,CTL,,0.17,0.19,2019
189,BFL,,0.1,0.19,2019
189,PGS,,0.45,0.19,2019
189,SHP,,0.19,0.19,2019
189,GTS,,0.18,0.19,2019
189,CML,,0.26,0.19,2019
189,CHK,LAY,0.39,0.19,2019
189,CHK,BRL,0.36,0.19,2019
192,CTL,DRY,0.24,0.19,2019
192,CTL,,0.17,0.19,2019
192,BFL,,0.1,0.19,2019
192,PGS,,0.45,0.19,2019
192,SHP,,0.19,0.19,2019
192,GTS,,0.18,0.19,2019
192,CML,,0.26,0.19,2019
192,CHK,LAY,0.39,0.19,2019
192,CHK,BRL,0.36,0.19,2019
212,CTL,DRY,0.24,0.19,2019
212,CTL,,0.17,0.19,2019
212,BFL,,0.1,0.19,2019
212,PGS,,0.45,0.19,2019
212,SHP,,0.19,0.19,2019
212,GTS,,0.18,0.19,2019
212,CML,,0.26,0.19,2019
212,CHK,LAY,0.39,0.19,2019
212,CHK,BRL,0.36,0.19,2019
225,CTL,DRY,0.24,0.19,2019
225,CTL,,0.17,0.19,2019
225,BFL,,0.1,0.19,2019
225,PGS,,0.45,0.19,2019
225,SHP,,0.19,0.19,2019
225,GTS,,0.18,0.19,2019
225,CML,,0.26,0.19,2019
225,CHK,LAY,0.39,0.19,2019
225,CHK,BRL,0.36,0.19,2019
245,CTL,DRY,0.24,0.19,2019
245,CTL,,0.17,0.19,2019
245,BFL,,0.1,0.19,2019
245,PGS,,0.45,0.19,2019
245,SHP,,0.19,0.19,2019
245,GTS,,0.18,0.19,2019
245,CML,,0.26,0.19,2019
245,CHK,LAY,0.39,0.19,2019
245,CHK,BRL,0.36,0.19,2019
262,CTL,DRY,0.24,0.19,2019
262,CTL,,0.17,0.19,2019
262,BFL,,0.1,0.19,2019
262,PGS,,0.45,0.19,2019
262,SHP,,0.19,0.19,2019
262,GTS,,0.18,0.19,2019
262,CML,,0.26,0.19,2019
262,CHK,LAY,0.39,0.19,2019
262,CHK,BRL,0.36,0.19,2019
266,CTL,DRY,0.24,0.19,2019
266,CTL,,0.17,0.19,2019
266,BFL,,0.1,0.19,2019
266,PGS,,0.45,0.19,2019
266,SHP,,0.19,0.19,2019
266,GTS,,0.18,0.19,2019
266,CML,,0.26,0.19,2019
266,CHK,LAY,0.39,0.19,2019
266,CHK,BRL,0.36,0.19,2019
3,CTL,DRY,0.24,0.19,2019
3,CTL,,0.18,0.19,2019
3,BFL,,0.1,0.19,2019
3,PGS,,0.45,0.19,2019
3,SHP,,0.19,0.19,2019
3,GTS,,0.18,0.19,2019
3,CML,,0.26,0.19,2019
3,CHK,LAY,0.39,0.19,2019
3,CHK,BRL,0.36,0.19,2019
7,CTL,DRY,0.24,0.19,2019
7,CTL,,0.18,0.19,2019
7,BFL,,0.1,0.19,2019
7,PGS,,0.45,0.19,2019
7,SHP,,0.19,0.19,2019
7,GTS,,0.18,0.19,2019
7,CML,,0.26,0.19,2019
7,CHK,LAY,0.39,0.19,2019
7,CHK,BRL,0.36,0.19,2019
18,CTL,DRY,0.24,0.19,2019
18,CTL,,0.18,0.19,2019
18,BFL,,0.1,0.19,2019
18,PGS,,0.45,0.19,2019
18,SHP,,0.19,0.19,2019
18,GTS,,0.18,0.19,2019
18,CML,,0.26,0.19,2019
18,CHK,LAY,0.39,0.19,2019
18,CHK,BRL,0.36,0.19,2019
74578,CTL,DRY,0.24,0.19,2019
74578,CTL,,0.18,0.19,2019
74578,BFL,,0.1,0.19,2019
74578,PGS,,0.45,0.19,2019
74578,SHP,,0.19,0.19,2019
74578,GTS,,0.18,0.19,2019
74578,CML,,0.26,0.19,2019
74578,CHK,LAY,0.39,0.19,2019
74578,CHK,BRL,0.36,0.19,2019
27,CTL,DRY,0.24,0.19,2019
27,CTL,,0.18,0.19,2019
27,BFL,,0.1,0.19,2019
27,PGS,,0.45,0.19,2019
27,SHP,,0.19,0.19,2019
27,GTS,,0.18,0.19,2019
27,CML,,0.26,0.19,2019
27,CHK,LAY,0.39,0.19,2019
27,CHK,BRL,0.36,0.19,2019
34,CTL,DRY,0.24,0.19,2019
34,CTL,,0.18,0.19,2019
34,BFL,,0.1,0.19,2019
34,PGS,,0.45,0.19,2019
34,SHP,,0.19,0.19,2019
34,GTS,,0.18,0.19,2019
34,CML,,0.26,0.19,2019
34,CHK,LAY,0.39,0.19,2019
34,CHK,BRL,0.36,0.19,2019
62,CTL,DRY,0.24,0.19,2019
62,CTL,,0.18,0.19,2019
62,BFL,,0.1,0.19,2019
62,PGS,,0.45,0.19,2019
62,SHP,,0.19,0.19,2019
62,GTS,,0.18,0.19,2019
62,CML,,0.26,0.19,2019
62,CHK,LAY,0.39,0.19,2019
62,CHK,BRL,0.36,0.19,2019
69,CTL,DRY,0.24,0.19,2019
69,CTL,,0.18,0.19,2019
69,BFL,,0.1,0.19,2019
69,PGS,,0.45,0.19,2019
69,SHP,,0.19,0.19,2019
69,GTS,,0.18,0.19,2019
69,CML,,0.26,0.19,2019
69,CHK,LAY,0.39,0.19,2019
69,CHK,BRL,0.36,0.19,2019
78,CTL,DRY,0.24,0.19,2019
78,CTL,,0.18,0.19,2019
78,BFL,,0.1,0.19,2019
78,PGS,,0.45,0.19,2019
78,SHP,,0.19,0.19,2019
78,GTS,,0.18,0.19,2019
78,CML,,0.26,0.19,2019
78,CHK,LAY,0.39,0.19,2019
78,CHK,BRL,0.36,0.19,2019
82,CTL,DRY,0.24,0.19,2019
82,CTL,,0.18,0.19,2019
82,BFL,,0.1,0.19,2019
82,PGS,,0.45,0.19,2019
82,SHP,,0.19,0.19,2019
82,GTS,,0.18,0.19,2019
82,CML,,0.26,0.19,2019
82,CHK,LAY,0.39,0.19,2019
82,CHK,BRL,0.36,0.19,2019
84,CTL,DRY,0.24,0.19,2019
84,CTL,,0.18,0.19,2019
84,BFL,,0.1,0.19,2019
84,PGS,,0.45,0.19,2019
84,SHP,,0.19,0.19,2019
84,GTS,,0.18,0.19,2019
84,CML,,0.26,0.19,2019
84,CHK,LAY,0.39,0.19,2019
84,CHK,BRL,0.36,0.19,2019
85,CTL,DRY,0.24,0.19,2019
85,CTL,,0.18,0.19,2019
85,BFL,,0.1,0.19,2019
85,PGS,,0.45,0.19,2019
85,SHP,,0.19,0.19,2019
85,GTS,,0.18,0.19,2019
85,CML,,0.26,0.19,2019
85,CHK,LAY,0.39,0.19,2019
85,CHK,BRL,0.36,0.19,2019
93,CTL,DRY,0.24,0.19,2019
93,CTL,,0.18,0.19,2019
93,BFL,,0.1,0.19,2019
93,PGS,,0.45,0.19,2019
93,SHP,,0.19,0.19,2019
93,GTS,,0.18,0.19,2019
93,CML,,0.26,0.19,2019
93,CHK,LAY,0.39,0.19,2019
93,CHK,BRL,0.36,0.19,2019
97,CTL,DRY,0.24,0.19,2019
97,CTL,,0.18,0.19,2019
97,BFL,,0.1,0.19,2019
97,PGS,,0.45,0.19,2019
97,SHP,,0.19,0.19,2019
97,GTS,,0.18,0.19,2019
97,CML,,0.26,0.19,2019
97,CHK,LAY,0.39,0.19,2019
97,CHK,BRL,0.36,0.19,2019
104,CTL,DRY,0.24,0.19,2019
104,CTL,,0.18,0.19,2019
104,BFL,,0.1,0.19,2019
104,PGS,,0.45,0.19,2019
104,SHP,,0.19,0.19,2019
104,GTS,,0.18,0.19,2019
104,CML,,0.26,0.19,2019
104,CHK,LAY,0.39,0.19,2019
104,CHK,BRL,0.36,0.19,2019
114,CTL,DRY,0.24,0.19,2019
114,CTL,,0.18,0.19,2019
114,BFL,,0.1,0.19,2019
114,PGS,,0.45,0.19,2019
114,SHP,,0.19,0.19,2019
114,GTS,,0.18,0.19,2019
114,CML,,0.26,0.19,2019
114,CHK,LAY,0.39,0.19,2019
114,CHK,BRL,0.36,0.19,2019
119,CTL,DRY,0.24,0.19,2019
119,CTL,,0.18,0.19,2019
119,BFL,,0.1,0.19,2019
119,PGS,,0.45,0.19,2019
119,SHP,,0.19,0.19,2019
119,GTS,,0.18,0.19,2019
119,CML,,0.26,0.19,2019
119,CHK,LAY,0.39,0.19,2019
119,CHK,BRL,0.36,0.19,2019
120,CTL,DRY,0.24,0.19,2019
120,CTL,,0.18,0.19,2019
120,BFL,,0.1,0.19,2019
120,PGS,,0.45,0.19,2019
120,SHP,,0.19,0.19,2019
120,GTS,,0.18,0.19,2019
120,CML,,0.26,0.19,2019
120,CHK,LAY,0.39,0.19,2019
120,CHK,BRL,0.36,0.19,2019
122,CTL,DRY,0.24,0.19,2019
122,CTL,,0.18,0.19,2019
122,BFL,,0.1,0.19,2019
122,PGS,,0.45,0.19,2019
122,SHP,,0.19,0.19,2019
122,GTS,,0.18,0.19,2019
122,CML,,0.26,0.19,2019
122,CHK,LAY,0.39,0.19,2019
122,CHK,BRL,0.36,0.19,2019
128,CTL,DRY,0.24,0.19,2019
128,CTL,,0.18,0.19,2019
128,BFL,,0.1,0.19,2019
128,PGS,,0.45,0.19,2019
128,SHP,,0.19,0.19,2019
128,GTS,,0.18,0.19,2019
128,CML,,0.26,0.19,2019
128,CHK,LAY,0.39,0.19,2019
128,CHK,BRL,0.36,0.19,2019
140,CTL,DRY,0.24,0.19,2019
140,CTL,,0.18,0.19,2019
140,BFL,,0.1,0.19,2019
140,PGS,,0.45,0.19,2019
140,SHP,,0.19,0.19,2019
140,GTS,,0.18,0.19,2019
140,CML,,0.26,0.19,2019
140,CHK,LAY,0.39,0.19,2019
140,CHK,BRL,0.36,0.19,2019
146,CTL,DRY,0.24,0.19,2019
146,CTL,,0.18,0.19,2019
146,BFL,,0.1,0.19,2019
146,PGS,,0.45,0.19,2019
146,SHP,,0.19,0.19,2019
146,GTS,,0.18,0.19,2019
146,CML,,0.26,0.19,2019
146,CHK,LAY,0.39,0.19,2019
146,CHK,BRL,0.36,0.19,2019
147,CTL,DRY,0.24,0.19,2019
147,CTL,,0.18,0.19,2019
147,BFL,,0.1,0.19,2019
147,PGS,,0.45,0.19,2019
147,SHP,,0.19,0.19,2019
147,GTS,,0.18,0.19,2019
147,CML,,0.26,0.19,2019
147,CHK,LAY,0.39,0.19,2019
147,CHK,BRL,0.36,0.19,2019
148,CTL,DRY,0.24,0.19,2019
148,CTL,,0.18,0.19,2019
148,BFL,,0.1,0.19,2019
148,PGS,,0.45,0.19,2019
148,SHP,,0.19,0.19,2019
148,GTS,,0.18,0.19,2019
148,CML,,0.26,0.19,2019
148,CHK,LAY,0.39,0.19,2019
148,CHK,BRL,0.36,0.19,2019
151,CTL,DRY,0.24,0.19,2019
151,CTL,,0.18,0.19,2019
151,BFL,,0.1,0.19,2019
151,PGS,,0.45,0.19,2019
151,SHP,,0.19,0.19,2019
151,GTS,,0.18,0.19,2019
151,CML,,0.26,0.19,2019
151,CHK,LAY,0.39,0.19,2019
151,CHK,BRL,0.36,0.19,2019
156,CTL,DRY,0.24,0.19,2019
156,CTL,,0.18,0.19,2019
156,BFL,,0.1,0.19,2019
156,PGS,,0.45,0.19,2019
156,SHP,,0.19,0.19,2019
156,GTS,,0.18,0.19,2019
156,CML,,0.26,0.19,2019
156,CHK,LAY,0.39,0.19,2019
156,CHK,BRL,0.36,0.19,2019
2647,CTL,DRY,0.24,0.19,2019
2647,CTL,,0.18,0.19,2019
2647,BFL,,0.1,0.19,2019
2647,PGS,,0.45,0.19,2019
2647,SHP,,0.19,0.19,2019
2647,GTS,,0.18,0.19,2019
2647,CML,,0.26,0.19,2019
2647,CHK,LAY,0.39,0.19,2019
2647,CHK,BRL,0.36,0.19,2019
177,CTL,DRY,0.24,0.19,2019
177,CTL,,0.18,0.19,2019
177,BFL,,0.1,0.19,2019
177,PGS,,0.45,0.19,2019
177,SHP,,0.19,0.19,2019
177,GTS,,0.18,0.19,2019
177,CML,,0.26,0.19,2019
177,CHK,LAY,0.39,0.19,2019
177,CHK,BRL,0.36,0.19,2019
241,CTL,DRY,0.24,0.19,2019
241,CTL,,0.18,0.19,2019
241,BFL,,0.1,0.19,2019
241,PGS,,0.45,0.19,2019
241,SHP,,0.19,0.19,2019
241,GTS,,0.18,0.19,2019
241,CML,,0.26,0.19,2019
241,CHK,LAY,0.39,0.19,2019
241,CHK,BRL,0.36,0.19,2019
186,CTL,DRY,0.24,0.19,2019
186,CTL,,0.18,0.19,2019
186,BFL,,0.1,0.19,2019
186,PGS,,0.45,0.19,2019
186,SHP,,0.19,0.19,2019
186,GTS,,0.18,0.19,2019
186,CML,,0.26,0.19,2019
186,CHK,LAY,0.39,0.19,2019
186,CHK,BRL,0.36,0.19,2019
199,CTL,DRY,0.24,0.19,2019
199,CTL,,0.18,0.19,2019
199,BFL,,0.1,0.19,2019
199,PGS,,0.45,0.19,2019
199,SHP,,0.19,0.19,2019
199,GTS,,0.18,0.19,2019
199,CML,,0.26,0.19,2019
199,CHK,LAY,0.39,0.19,2019
199,CHK,BRL,0.36,0.19,2019
213,CTL,DRY,0.24,0.19,2019
213,CTL,,0.18,0.19,2019
213,BFL,,0.1,0.19,2019
213,PGS,,0.45,0.19,2019
213,SHP,,0.19,0.19,2019
213,GTS,,0.18,0.19,2019
213,CML,,0.26,0.19,2019
213,CHK,LAY,0.39,0.19,2019
213,CHK,BRL,0.36,0.19,2019
2648,CTL,DRY,0.24,0.19,2019
2648,CTL,,0.18,0.19,2019
2648,BFL,,0.1,0.19,2019
2648,PGS,,0.45,0.19,2019
2648,SHP,,0.19,0.19,2019
2648,GTS,,0.18,0.19,2019
2648,CML,,0.26,0.19,2019
2648,CHK,LAY,0.39,0.19,2019
2648,CHK,BRL,0.36,0.19,2019
224,CTL,DRY,0.24,0.19,2019
224,CTL,,0.18,0.19,2019
224,BFL,,0.1,0.19,2019
224,PGS,,0.45,0.19,2019
224,SHP,,0.19,0.19,2019
224,GTS,,0.18,0.19,2019
224,CML,,0.26,0.19,2019
224,CHK,LAY,0.39,0.19,2019
224,CHK,BRL,0.36,0.19,2019
229,CTL,DRY,0.24,0.19,2019
229,CTL,,0.18,0.19,2019
229,BFL,,0.1,0.19,2019
229,PGS,,0.45,0.19,2019
229,SHP,,0.19,0.19,2019
229,GTS,,0.18,0.19,2019
229,CML,,0.26,0.19,2019
229,CHK,LAY,0.39,0.19,2019
229,CHK,BRL,0.36,0.19,2019
234,CTL,DRY,0.24,0.19,2019
234,CTL,,0.18,0.19,2019
234,BFL,,0.1,0.19,2019
234,PGS,,0.45,0.19,2019
234,SHP,,0.19,0.19,2019
234,GTS,,0.18,0.19,2019
234,CML,,0.26,0.19,2019
234,CHK,LAY,0.39,0.19,2019
234,CHK,BRL,0.36,0.19,2019
236,CTL,DRY,0.24,0.19,2019
236,CTL,,0.18,0.19,2019
236,BFL,,0.1,0.19,2019
236,PGS,,0.45,0.19,2019
236,SHP,,0.19,0.19,2019
236,GTS,,0.18,0.19,2019
236,CML,,0.26,0.19,2019
236,CHK,LAY,0.39,0.19,2019
236,CHK,BRL,0.36,0.19,2019
237,CTL,DRY,0.24,0.19,2019
237,CTL,,0.18,0.19,2019
237,BFL,,0.1,0.19,2019
237,PGS,,0.45,0.19,2019
237,SHP,,0.19,0.19,2019
237,GTS,,0.18,0.19,2019
237,CML,,0.26,0.19,2019
237,CHK,LAY,0.39,0.19,2019
237,CHK,BRL,0.36,0.19,2019
256,CTL,DRY,0.24,0.19,2019
256,CTL,,0.18,0.19,2019
256,BFL,,0.1,0.19,2019
256,PGS,,0.45,0.19,2019
256,SHP,,0.19,0.19,2019
256,GTS,,0.18,0.19,2019
256,CML,,0.26,0.19,2019
256,CHK,LAY,0.39,0.19,2019
256,CHK,BRL,0.36,0.19,2019
